name,item_code,code,hsncode,is_product_serial
XIAOMI REDMI 4A LOGO BC POUCH,1202383,,39269099,1
LENOVO K8 NOTE LOGO BC POUCH,1202384,,39269099,1
IPHONE 6S LOGO BACK CASE POUCH,1202385,,39269099,1
IPHONE 7 LOGO BACK CASE POUCH,1202386,,39269099,1
XIAOMI REDMI Y1 LOGO BC POUCH,1202387,,39269099,1
OPPO F3 LOGO BACK CASE POUCH,1202388,,39269099,1
OPPO F1S LOGO BACK CASE POUCH,1202389,,39269099,1
XIAOMI REDMI NOTE-4 LOGO BC ,1202390,,39269099,1
VIVO V5S LOGO BACK CASE POUCH,1202391,,39269099,1
IPHONE 7 NILKIN BARDE METAL BC,1202392,,39269099,1
IPHONE 7+NILKIN BARDE METAL BC,1202393,,39269099,1
FER QUILTED IPH-X /FEHQUHCPXBK,1202394,,39269099,1
FER QUILTED IPH-X /FEHQUHCPXRE,1202395,,39269099,1
FER SILICON IPH-X/FESSIHCPXBK,1202396,,39269099,1
FER OFFTRACK IPH-X/FEURHCPXREB,1202397,,39269099,1
FER RACING IPH-X /FESCODHCPXBK,1202398,,39269099,1
SAMSUNG S8 QUCASE POUCH,1202399,,39269099,1
ONE PLUS 5T NILKIN FLIP POUCH,1202400,,39269099,1
XIAOMI REDMI Y1 NILKIN BC ,1202401,,39269099,1
REDMI Y1 LITE METALLIC BC ,1202402,,39269099,1
OPPO F5 METALLIC BC POUCH,1202403,,39269099,1
XIAOMI REDMI Y1 METALLIC BC ,1202404,,39269099,1
IPHONE X METALLIC BC POUCH,1202405,,39269099,1
XIAOMI REDMI 5X/A1 NILKIN BC ,1202406,,39269099,1
OPPO F5 NILKIN BACK CASE POUCH,1202407,,39269099,1
IPHONE 6/6S IPAKY 360 DEG BC ,1202408,,39269099,1
IPHONE 7 PLUS IPAKY 360DEG BC ,1202409,,39269099,1
REDMI NOTE-4 FANCY CASE ,1202410,,39269099,1
REDMI Y1 LITE RICHBOSS FP ,1202411,,39269099,1
XIAOMI REDMI Y1 RICHBOSS FLIP ,1202412,,39269099,1
OPPO F3 RICHBOSS FLIP POUCH,1202413,,39269099,1
LENOVO K8 NOTE RICHBOSS FLIP ,1202414,,39269099,1
REDMI 5X/A1 RICHBOSS FP ,1202415,,39269099,1
OPPO F3 PLUS RICHBOSS FLIP ,1202416,,39269099,1
OPPO F5 RICHBOSS FLIP POUCH,1202417,,39269099,1
IPAD PRO-2 SMART FLIP POUCH,1202418,,39269099,1
SAM J7 MAX 360 DEGREE CASE ,1202419,,39269099,1
SAM C9 PRO 360 DEGREE CASE ,1202420,,39269099,1
VIVO Y69 360 DEGREE CASE POUCH,1202421,,39269099,1
SAM C7 PRO 360 DEGREE CASE ,1202422,,39269099,1
OPPO A71 360 DEGREE CASE POUCH,1202423,,39269099,1
SAM J7 PRIME LOGO BC POUCH,1202424,,39269099,1
IPHONE X LOGO BACK CASE POUCH,1202425,,39269099,1
IPHONE 8 LOGO BACK CASE POUCH,1202426,,39269099,1
VIVO V7 PLUS LOGO BC POUCH,1202427,,39269099,1
OPPO F5 LOGO BACK CASE POUCH,1202428,,39269099,1
SAM J2 LOGO BACK CASE POUCH,1202429,,39269099,1
ONE PLUS 5 LOGO BC POUCH,1202430,,39269099,1
LENOVO K8 PLUS LOGO BC POUCH,1202431,,39269099,1
XIAOMI 5A LOGO BACK CASE POUCH,1202432,,39269099,1
XIAOMI REDMI MIX-2 NILKIN BC ,1202433,,39269099,1
SONY XPERIA XA1 PLUS NILKIN BC,1202434,,39269099,1
ONE PLUS 5T METALLIC BC POUCH,1202435,,39269099,1
VIVO V7 RICHBOSS FLIP POUCH,1202436,,39269099,1
XIAOMI REDMI 5A RICHBOSS FLIP ,1202437,,39269099,1
ASUS ZEN4SELFIE/ZD553KL NIL BC,1202438,,39269099,1
ONE PLUS 5T OG BACK CASE POUCH,1202439,,39269099,1
REDMI NOTE-5 BIGBOSS FP ,1202440,,39269099,1
SAM EF-ZG960CBEGIN / S9 POUCH,1202441,,39269099,1
SAM S9 PLUS METALLIC BC POUCH,1202442,,39269099,1
SAM S9 QIN NILKIN FLIP POUCH,1202443,,39269099,1
SAM S9 PLUS QIN NILKIN FLIP ,1202444,,39269099,1
XIAOMI REDMI NOTE-5 MATE BC ,1202445,,39269099,1
REDMI NOTE-5 PRO MATE BC ,1202446,,39269099,1
VIVO V7 METALLIC BC POUCH,1202447,,39269099,1
SAM S9 PLUS AUTO FOCUS BC ,1202448,,39269099,1
SAM S9 AUTO FOCUS BC POUCH,1202449,,39269099,1
SAM EF-FA730PBEGIN / A8 PLUS ,1202450,,39269099,1
SAM EF-FA730PFEGIN / A8 PLUS ,1202451,,39269099,1
SAM EF-ZG960CVEGIN / S9 POUCH,1202452,,39269099,1
REDMI NOTE-5 PRO RICHBOSS FP ,1202453,,39269099,1
LENOVO K8 PLUS RICHBOSS FLIP ,1202454,,39269099,1
XIAOMI NOTE-5 PRO NILKIN FLIP ,1202455,,39269099,1
OPPO F7 SOFTY BACK CASE POUCH,1202456,,39269099,1
VIVO V9 SOFTY BACK CASE POUCH,1202457,,39269099,1
SAM S9 QUCASE BACK CASE POUCH,1202458,,39269099,1
SAM S9 PLUS QUCASE BC POUCH,1202459,,39269099,1
NOKIA-2 SOFTY FLIP POUCH,1202460,,39269099,1
VIVO V9 RICHBOSS FLIP POUCH,1202461,,39269099,1
SAM S9 BASEUS GLITTER CASE ,1202462,,39269099,1
OPPO F7 METALLIC BC POUCH,1202463,,39269099,1
SANDISK 64GB PENDRIVE,1202464,,85235100,1
SANDISK 32GB WIRELESS PENDIRVE,1202465,,85235100,1
SANDISK 16GB WIRELESS PENDRIVE,1202466,,85235100,1
SANDISK 128GB PENDRIVE,1202467,,85235100,1
SANDISK IXPAND 128GB USB3.0 PD,1202468,,85235100,1
SANDISK WIRELESS 128GB PD,1202469,,85235100,1
IPAD MINI TEMPERED GLASS,1202470,,70200090,1
SAMSUNG TAB S2/T815 TEMGLS,1202471,,70200090,1
SAMSUNG TAB-E/T561 TEMGLS,1202472,,70200090,1
IPAD 2/3/4 TEMPERED GLASS,1202473,,70200090,1
IPAD MINI 4 TEMPERED GLASS,1202474,,70200090,1
ZENFONE MAX TEMPERED GLASS,1202475,,70200090,1
MOTO G4 PLUS TEMPERED GLASS,1202476,,70200090,1
SAMSUNG G930 / S7 FULL TEMGLS,1202477,,70200090,1
SAMSUNG J710 FULL TEMGLS,1202478,,70200090,1
SAMSUNG C9 PRO TEMPERED GLASS,1202479,,70200090,1
REDMI NOTE-4 FULL TEMGLS,1202480,,70200090,1
OPPO F3 PLUS TEMPERED GLASS,1202481,,70200090,1
OPPO F3 FULL TEMEPERED GLASS,1202482,,70200090,1
VIVO Y66 FULL TEM GLS,1202483,,70200090,1
XIAOMI REDMI 4A FULL TEM GLS,1202484,,70200090,1
SAMSUNG J7 PRO FULL TEM GLS,1202485,,70200090,1
XIAOMI 5X/A1 FULL TEM GLS,1202486,,70200090,1
NOKIA 6 FULL TEM GLS,1202487,,70200090,1
XIAOMI 5X/A1 TEM GLS,1202488,,70200090,1
MOTO G5S PLUS TEM GLS,1202489,,70200090,1
VIVO Y69  FULL TEM GLS,1202490,,70071900,1
OPPO A71 FULL TEM GLS,1202491,,70071900,1
MOTO C PLUS TEM GLS,1202492,,70071900,1
OPPO F5 FULL TEM GLS,1202493,,70071900,1
VIVO V7 FULL TEM GLS,1202494,,70071900,1
NOKIA-8 TEM GLS,1202495,,70071900,1
LENOVO K8 PLUS TEM GLS,1202496,,70071900,1
LAVA Z80 TEM GLS,1202497,,70071900,1
LAVA Z90 TEM GLS,1202498,,70071900,1
SAMSUNG S3 9.7 INCH TEM GLS,1202499,,70071900,1
PEBBLE XS SPEAKER,1202500,,85182200,1
ADPT M2 ADPT,1202501,,85044090,1
SAMSUNG SRACH N WIN OFFER AC,1700004,,39269099,0
13TH ANNIVERSARY BOWELSET,1700009,,39269099,0
F CASHIER CHAIR -001,1700010,,39269099,0
DUSSERA 300 RS F  RECHARGE,1700012,,39269099,0
DUSSERA F  RECHARGE 500 RS,1700013,,39269099,0
DUSSERA F  RECHARGE 750 RS,1700014,,39269099,0
F  LG SCRATCH CARD,1700036,,39269099,0
NOKIA DIWALI SCRATCH,1700084,,39269099,0
NOKIA DIWALI SCRATCH CARD,1700085,,39269099,0
ONE LAKH SECONDS F  OFFER,1700087,,39269099,0
USAGE DATA CARD-RELIANCE,1700105,,39269099,0
CASHIER CHAIR,1700118,,39269099,0
SOFA 2 SEATER,1700156,,39269099,0
SOFA 3 SEATER,1700157,,39269099,0
MICROMAX LED TV 32 BIPS3000 HD,1700161,,94054090,0
CARRIER BAG,1700162,,39269099,0
F SINGER REFRIGERATOR 180 LTRS,1700163,,84182100,0
F IBALL BT SPEAKER NOKIA N7+,1700164,,39269099,0
F NOKIA 8 SIROCCO IBALL BT SPK,1700165,,39269099,0
F CELKON SILVER COIN GIFT,1700166,,39269099,0
F HEADSETS GIFT,1700167,,39269099,0
F SWISS MILTRY EARBUDS NOKIA 7.1,1700168,,39269099,0
